,train_loss,val_loss,test_loss,cosine_similarity_weights,lr,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/initialize_weights,config/lr,config/lr_patience,config/lr_factor,config/max_epochs,config/mask_fn_quantile_thresh,config/optimizer,config/sekf_q,config/sekf_p0,config/sekf_save_path
0,0.050984881818294525,0.05281968414783478,0.05179733783006668,0.8833508491516113,0.007505016369738615,False,1,a0643_00007,2025-07-02_19-36-52,1751503012,0.7236278057098389,0.7236278057098389,38474,jBook,127.0.0.1,0.7236278057098389,1,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
1,0.020871605724096298,0.021825451403856277,0.021066974848508835,0.8380099534988403,0.007505016369738615,False,2,a0643_00007,2025-07-02_19-36-53,1751503013,0.7058608531951904,1.4294886589050293,38474,jBook,127.0.0.1,1.4294886589050293,2,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
2,0.010798734612762928,0.011055168695747852,0.010949400253593922,0.8111353516578674,0.007505016369738615,False,3,a0643_00007,2025-07-02_19-36-53,1751503013,0.7051730155944824,2.1346616744995117,38474,jBook,127.0.0.1,2.1346616744995117,3,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
3,0.011103637516498566,0.010836898349225521,0.010959290899336338,0.8001445531845093,0.007505016369738615,False,4,a0643_00007,2025-07-02_19-36-54,1751503014,0.6994900703430176,2.8341517448425293,38474,jBook,127.0.0.1,2.8341517448425293,4,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
4,0.00454468559473753,0.004487968049943447,0.004478385206311941,0.7931708097457886,0.007505016369738615,False,5,a0643_00007,2025-07-02_19-36-55,1751503015,0.7014288902282715,3.535580635070801,38474,jBook,127.0.0.1,3.535580635070801,5,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
5,0.004812133032828569,0.004772174172103405,0.004843460861593485,0.7857266068458557,0.007505016369738615,False,6,a0643_00007,2025-07-02_19-36-55,1751503015,0.6961410045623779,4.231721639633179,38474,jBook,127.0.0.1,4.231721639633179,6,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
6,0.008371983654797077,0.008508628234267235,0.008529473096132278,0.7844604253768921,0.007505016369738615,False,7,a0643_00007,2025-07-02_19-36-56,1751503016,0.7011551856994629,4.932876825332642,38474,jBook,127.0.0.1,4.932876825332642,7,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
7,0.005482673179358244,0.005311537068337202,0.005483025219291449,0.774728536605835,0.007505016369738615,False,8,a0643_00007,2025-07-02_19-36-57,1751503017,0.6993298530578613,5.632206678390503,38474,jBook,127.0.0.1,5.632206678390503,8,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
8,0.0035629435442388058,0.0036475127562880516,0.0035933926701545715,0.7706435322761536,0.007505016369738615,False,9,a0643_00007,2025-07-02_19-36-58,1751503018,0.69582200050354,6.328028678894043,38474,jBook,127.0.0.1,6.328028678894043,9,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
9,0.008816549554467201,0.009310707449913025,0.008880198933184147,0.7641555070877075,0.007505016369738615,False,10,a0643_00007,2025-07-02_19-36-58,1751503018,0.6968128681182861,7.024841547012329,38474,jBook,127.0.0.1,7.024841547012329,10,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
10,0.0036713196896016598,0.0037652174942195415,0.003753271885216236,0.758071780204773,0.007505016369738615,False,11,a0643_00007,2025-07-02_19-36-59,1751503019,0.6941280364990234,7.7189695835113525,38474,jBook,127.0.0.1,7.7189695835113525,11,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
11,0.008473711088299751,0.009015655145049095,0.008526169694960117,0.7545619010925293,0.007505016369738615,False,12,a0643_00007,2025-07-02_19-37-00,1751503020,0.6972484588623047,8.416218042373657,38474,jBook,127.0.0.1,8.416218042373657,12,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
12,0.0035568997263908386,0.003604163648560643,0.003610829124227166,0.7490577101707458,0.007505016369738615,False,13,a0643_00007,2025-07-02_19-37-00,1751503020,0.6964349746704102,9.112653017044067,38474,jBook,127.0.0.1,9.112653017044067,13,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
13,0.00363506400026381,0.003510991344228387,0.0035564727149903774,0.7428542971611023,0.007505016369738615,False,14,a0643_00007,2025-07-02_19-37-01,1751503021,0.7055678367614746,9.818220853805542,38474,jBook,127.0.0.1,9.818220853805542,14,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
14,0.005361155141144991,0.005654702894389629,0.005413338076323271,0.7384136915206909,0.007505016369738615,False,15,a0643_00007,2025-07-02_19-37-02,1751503022,0.7005891799926758,10.518810033798218,38474,jBook,127.0.0.1,10.518810033798218,15,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
15,0.0033300144132226706,0.003208679612725973,0.003245274070650339,0.7323586940765381,0.007505016369738615,False,16,a0643_00007,2025-07-02_19-37-02,1751503022,0.6997449398040771,11.218554973602295,38474,jBook,127.0.0.1,11.218554973602295,16,1,random,0.007505016369738615,100,0.5,1000,0.7995964108843341,adam,0.1,100.0,
