,train_loss,val_loss,test_loss,cosine_similarity_weights,lr,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/initialize_weights,config/lr,config/lr_patience,config/lr_factor,config/max_epochs,config/mask_fn_quantile_thresh,config/optimizer,config/sekf_q,config/sekf_p0,config/sekf_save_path
0,0.5172773003578186,0.5030268430709839,0.49968206882476807,0.9823994040489197,0.00261502371894932,False,1,6d451_00014,2025-07-02_20-39-39,1751506779,0.08304619789123535,0.08304619789123535,69962,jBook,127.0.0.1,0.08304619789123535,1,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
1,0.1746981143951416,0.1681867241859436,0.16614142060279846,0.9407802820205688,0.00261502371894932,False,2,6d451_00014,2025-07-02_20-39-39,1751506779,0.06781792640686035,0.1508641242980957,69962,jBook,127.0.0.1,0.1508641242980957,2,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
2,0.07381544262170792,0.07341258227825165,0.07215030491352081,0.9167512655258179,0.00261502371894932,False,3,6d451_00014,2025-07-02_20-39-39,1751506779,0.06802105903625488,0.21888518333435059,69962,jBook,127.0.0.1,0.21888518333435059,3,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
3,0.05955009162425995,0.06038793921470642,0.059224002063274384,0.9089679718017578,0.00261502371894932,False,4,6d451_00014,2025-07-02_20-39-40,1751506780,0.06731390953063965,0.28619909286499023,69962,jBook,127.0.0.1,0.28619909286499023,4,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
4,0.052474040538072586,0.053875647485256195,0.05270158126950264,0.9037610292434692,0.00261502371894932,False,5,6d451_00014,2025-07-02_20-39-40,1751506780,0.06905794143676758,0.3552570343017578,69962,jBook,127.0.0.1,0.3552570343017578,5,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
5,0.045066334307193756,0.046599674969911575,0.04534688964486122,0.89774090051651,0.00261502371894932,False,6,6d451_00014,2025-07-02_20-39-40,1751506780,0.07115697860717773,0.42641401290893555,69962,jBook,127.0.0.1,0.42641401290893555,6,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
6,0.038532719016075134,0.040286824107170105,0.03902815654873848,0.8888198733329773,0.00261502371894932,False,7,6d451_00014,2025-07-02_20-39-40,1751506780,0.06936502456665039,0.49577903747558594,69962,jBook,127.0.0.1,0.49577903747558594,7,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
7,0.033026598393917084,0.03401540592312813,0.03304556384682655,0.8797288537025452,0.00261502371894932,False,8,6d451_00014,2025-07-02_20-39-40,1751506780,0.06785726547241211,0.563636302947998,69962,jBook,127.0.0.1,0.563636302947998,8,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
8,0.027329986914992332,0.02798263542354107,0.027228817343711853,0.8697350025177002,0.00261502371894932,False,9,6d451_00014,2025-07-02_20-39-40,1751506780,0.06874608993530273,0.6323823928833008,69962,jBook,127.0.0.1,0.6323823928833008,9,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
9,0.02187194861471653,0.02304081805050373,0.022170815616846085,0.8599398732185364,0.00261502371894932,False,10,6d451_00014,2025-07-02_20-39-40,1751506780,0.06838822364807129,0.7007706165313721,69962,jBook,127.0.0.1,0.7007706165313721,10,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
10,0.017192676663398743,0.017951972782611847,0.01732410117983818,0.8506730198860168,0.00261502371894932,False,11,6d451_00014,2025-07-02_20-39-40,1751506780,0.06851673126220703,0.7692873477935791,69962,jBook,127.0.0.1,0.7692873477935791,11,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
11,0.014739999547600746,0.015344650484621525,0.014801793731749058,0.8415468335151672,0.00261502371894932,False,12,6d451_00014,2025-07-02_20-39-40,1751506780,0.06771993637084961,0.8370072841644287,69962,jBook,127.0.0.1,0.8370072841644287,12,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
12,0.010994951240718365,0.01151769608259201,0.0110365254804492,0.8333768844604492,0.00261502371894932,False,13,6d451_00014,2025-07-02_20-39-40,1751506780,0.06860971450805664,0.9056169986724854,69962,jBook,127.0.0.1,0.9056169986724854,13,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
13,0.009246057830750942,0.009876580908894539,0.009435075335204601,0.8262110948562622,0.00261502371894932,False,14,6d451_00014,2025-07-02_20-39-40,1751506780,0.06328511238098145,0.9689021110534668,69962,jBook,127.0.0.1,0.9689021110534668,14,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
14,0.00774977495893836,0.008125947788357735,0.007818901911377907,0.8196096420288086,0.00261502371894932,False,15,6d451_00014,2025-07-02_20-39-40,1751506780,0.06469511985778809,1.0335972309112549,69962,jBook,127.0.0.1,1.0335972309112549,15,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
15,0.006242322735488415,0.006677096709609032,0.00637696823105216,0.8145244121551514,0.00261502371894932,False,16,6d451_00014,2025-07-02_20-39-40,1751506780,0.06511902809143066,1.0987162590026855,69962,jBook,127.0.0.1,1.0987162590026855,16,16,random,0.00261502371894932,100,0.5,1000,0.3789078816705179,adam,0.1,100.0,
