,train_loss,val_loss,test_loss,cosine_similarity_weights,lr,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/initialize_weights,config/lr,config/lr_patience,config/lr_factor,config/max_epochs,config/mask_fn_quantile_thresh,config/optimizer,config/sekf_q,config/sekf_p0,config/sekf_save_path,logdir
25,0.001195945544168353,0.0012614893494173884,0.0012629579287022352,0.9992708563804626,0.006361867001205173,True,100,3eeed_00025,2025-07-02_18-09-54,1751497794,0.026758909225463867,2.7000174522399902,94493,jBook,127.0.0.1,2.7000174522399902,100,128,finetune,0.006361867001205173,1000,0.5,1000,0.5734320782815746,adam,0.1,100.0,,3eeed_00025
26,0.0011863296385854483,0.0012441951548680663,0.0012476227711886168,0.9995615482330322,7.863836921936014e-06,True,239,3eeed_00026,2025-07-02_18-10-13,1751497813,0.06647706031799316,16.072445154190063,94528,jBook,127.0.0.1,16.072445154190063,239,16,finetune,0.0010065711260078098,50,0.5,1000,0.10418715124296463,adam,0.1,100.0,,3eeed_00026
27,0.0014961163979023695,0.0015177084133028984,0.0015112801920622587,0.9999926686286926,0.00012290773574706837,True,50,3eeed_00027,2025-07-02_18-09-59,1751497799,0.03307080268859863,1.7295880317687988,94544,jBook,127.0.0.1,1.7295880317687988,50,64,finetune,0.00012290773574706837,1000,0.5,1000,0.07298362528033742,adam,0.1,100.0,,3eeed_00027
28,0.0012246789410710335,0.0012524659978225827,0.001253236085176468,0.9999926686286926,8.839992699064728e-06,True,100,3eeed_00028,2025-07-02_18-11-10,1751497870,0.69624924659729,72.7747163772583,94543,jBook,127.0.0.1,72.7747163772583,100,1,finetune,8.839992699064728e-06,100,0.5,1000,0.09699722967082691,adam,0.1,100.0,,3eeed_00028
29,0.006210066378116608,0.006254148669540882,0.006153926718980074,1.0,1.8383690378552679e-06,True,50,3eeed_00029,2025-07-02_18-10-04,1751497804,0.033689022064208984,1.671020269393921,94587,jBook,127.0.0.1,1.671020269393921,50,64,finetune,1.8383690378552679e-06,50,0.5,1000,0.1211599169639106,adam,0.1,100.0,,3eeed_00029
30,0.00651836721226573,0.006567778065800667,0.006460723467171192,1.0,7.815631241718744e-06,True,50,3eeed_00030,2025-07-02_18-10-08,1751497808,0.021670103073120117,1.119781494140625,94622,jBook,127.0.0.1,1.119781494140625,50,1000,finetune,7.815631241718744e-06,100,0.5,1000,0.13032690106816414,adam,0.1,100.0,,3eeed_00030
31,0.0012088846415281296,0.001256622839719057,0.0012585227377712727,0.9999921321868896,0.00635708032638901,True,200,3eeed_00031,2025-07-02_18-10-16,1751497816,0.027034759521484375,5.426038026809692,94657,jBook,127.0.0.1,5.426038026809692,200,128,finetune,0.00635708032638901,1000,0.5,1000,0.9058132699574775,adam,0.1,100.0,,3eeed_00031
32,0.006586167961359024,0.00663602352142334,0.006527879275381565,1.0,3.7486833114838565e-06,True,50,3eeed_00032,2025-07-02_18-10-17,1751497817,0.02155900001525879,1.1254816055297852,94692,jBook,127.0.0.1,1.1254816055297852,50,1000,finetune,3.7486833114838565e-06,50,0.5,1000,0.840480503582725,adam,0.1,100.0,,3eeed_00032
33,0.0011817009653896093,0.00125252699945122,0.0012541820760816336,0.9990487694740295,0.0001814361066118184,True,1000,3eeed_00033,2025-07-02_18-11-05,1751497865,0.04461407661437988,44.14863657951355,94727,jBook,127.0.0.1,44.14863657951355,1000,32,finetune,0.0003628722132236368,1000,0.5,1000,0.25458862153707285,adam,0.1,100.0,,3eeed_00033
34,0.001181905623525381,0.0012517512077465653,0.0012539045419543982,0.9991897940635681,0.0002577682460462821,True,1000,3eeed_00034,2025-07-02_18-10-53,1751497853,0.03430008888244629,31.880475759506226,94728,jBook,127.0.0.1,31.880475759506226,1000,64,finetune,0.0005155364920925642,1000,0.5,1000,0.5255115695716543,adam,0.1,100.0,,3eeed_00034
35,0.0012812508502975106,0.0013370392844080925,0.001334359752945602,0.9993634819984436,0.0011186838783173124,True,50,3eeed_00035,2025-07-02_18-10-57,1751497857,0.7086811065673828,36.67752242088318,94745,jBook,127.0.0.1,36.67752242088318,50,1,finetune,0.0011186838783173124,1000,0.5,1000,0.5968579167419131,adam,0.1,100.0,,3eeed_00035
36,0.006614840589463711,0.006664847489446402,0.006556274369359016,1.0,2.052279895765226e-06,True,50,3eeed_00036,2025-07-02_18-10-58,1751497858,0.021541118621826172,1.1465961933135986,95049,jBook,127.0.0.1,1.1465961933135986,50,1000,finetune,2.052279895765226e-06,1000,0.5,1000,0.33587448725680236,adam,0.1,100.0,,3eeed_00036
37,0.0012130236718803644,0.001249409862793982,0.0012516235001385212,0.9999713897705078,0.0002750641336399443,True,100,3eeed_00037,2025-07-02_18-11-03,1751497863,0.0320439338684082,3.315109968185425,95084,jBook,127.0.0.1,3.315109968185425,100,64,finetune,0.0002750641336399443,1000,0.5,1000,0.10796614536805571,adam,0.1,100.0,,3eeed_00037
38,0.0019571054726839066,0.0019702378194779158,0.001957595581188798,0.9999985694885254,2.0550201188368175e-05,True,50,3eeed_00038,2025-07-02_18-11-04,1751497864,0.06170487403869629,3.0837442874908447,95085,jBook,127.0.0.1,3.0837442874908447,50,16,finetune,2.0550201188368175e-05,50,0.5,1000,0.8015620510822054,adam,0.1,100.0,,3eeed_00038
39,0.002494628308340907,0.0025038989260792732,0.00248245382681489,0.9999980926513672,0.0006892491504600463,True,50,3eeed_00039,2025-07-02_18-11-07,1751497867,0.022215843200683594,1.1041595935821533,95138,jBook,127.0.0.1,1.1041595935821533,50,1000,finetune,0.0006892491504600463,100,0.5,1000,0.7923924204984475,adam,0.1,100.0,,3eeed_00039
40,0.004095069598406553,0.004113357979804277,0.004060782492160797,0.9999997615814209,1.718430151578062e-05,True,50,3eeed_00040,2025-07-02_18-11-09,1751497869,0.03724384307861328,1.806004285812378,95139,jBook,127.0.0.1,1.806004285812378,50,64,finetune,1.718430151578062e-05,50,0.5,1000,0.5955176934135716,adam,0.1,100.0,,3eeed_00040
