datetime,t,T1,T2,Q1,Q2,t_amb,Ta1,Ta2
2025-09-23 11:03:12.691210,0,23.025,23.154,0,0,0,23.025,23.154
2025-09-23 11:03:22.676498,10.01,23.09,23.251,0,0,,23.025,23.154
2025-09-23 11:03:32.674225,20.01,22.993,23.187,0,0,,23.025,23.154
2025-09-23 11:03:42.658268,30.0,22.993,23.187,0,0,,23.025,23.154
2025-09-23 11:03:52.668567,40.01,23.058,23.187,0,0,,23.025,23.154
2025-09-23 11:04:02.680057,50.01,22.993,23.219,0,0,,23.025,23.154
2025-09-23 11:04:12.762856,60.01,22.832,23.154,0,0,,23.025,23.154
2025-09-23 11:04:22.683865,70.01,22.896,23.154,0,0,,23.025,23.154
2025-09-23 11:04:32.668152,80.01,22.929,23.154,0,0,,23.025,23.154
2025-09-23 11:04:42.678074,90.02,22.832,23.154,0,0,,23.025,23.154
2025-09-23 11:04:52.662277,100.0,22.864,23.154,0,0,,23.025,23.154
2025-09-23 11:05:02.672339,110.01,22.864,23.154,0,0,,23.025,23.154
2025-09-23 11:05:12.683395,120.01,22.832,23.154,0,0,,23.025,23.154
2025-09-23 11:05:22.667762,130.01,22.832,23.154,0,0,,23.025,23.154
2025-09-23 11:05:32.664121,140.0,22.832,23.154,0,0,,23.025,23.154
2025-09-23 11:05:42.674117,150.01,22.832,23.154,0,0,,23.025,23.154
2025-09-23 11:05:52.768044,160.01,23.025,23.315,86,0,,23.025,23.154
2025-09-23 11:06:02.672190,170.02,23.348,23.348,86,0,,23.025,23.154
2025-09-23 11:06:12.666093,180.01,24.476,23.412,86,0,,23.025,23.154
2025-09-23 11:06:22.659755,190.0,25.926,23.348,86,0,,23.025,23.154
2025-09-23 11:06:32.679810,200.01,27.569,23.67,86,0,,23.025,23.154
2025-09-23 11:06:42.673367,210.01,29.245,23.831,86,0,,23.025,23.154
2025-09-23 11:06:52.665959,220.0,31.082,24.25,86,0,,23.025,23.154
2025-09-23 11:07:02.673907,230.0,32.693,24.54,86,0,,23.025,23.154
2025-09-23 11:07:12.673785,240.01,34.337,24.991,86,0,,23.025,23.154
2025-09-23 11:07:22.674674,250.01,35.626,25.41,86,0,,23.025,23.154
2025-09-23 11:07:32.673782,260.01,36.947,25.926,86,0,,23.025,23.154
2025-09-23 11:07:42.661970,270.0,38.236,26.474,86,0,,23.025,23.154
2025-09-23 11:07:52.662823,280.0,39.429,26.893,86,0,,23.025,23.154
2025-09-23 11:08:02.675859,290.01,40.75,27.569,86,0,,23.025,23.154
2025-09-23 11:08:12.763204,300.01,41.749,27.924,86,9,,23.025,23.154
2025-09-23 11:08:22.674022,310.01,42.684,28.568,86,9,,23.025,23.154
2025-09-23 11:08:32.674636,320.01,43.457,28.955,86,9,,23.025,23.154
2025-09-23 11:08:42.662395,330.0,44.392,29.535,86,9,,23.025,23.154
2025-09-23 11:08:52.675807,340.01,45.068,30.147,86,9,,23.025,23.154
2025-09-23 11:09:02.664114,350.0,45.745,30.695,86,9,,23.025,23.154
2025-09-23 11:09:12.677479,360.01,46.519,31.211,86,9,,23.025,23.154
2025-09-23 11:09:22.665031,370.01,47.228,31.823,86,9,,23.025,23.154
2025-09-23 11:09:32.677882,380.01,47.808,32.307,86,9,,23.025,23.154
2025-09-23 11:09:42.666782,390.01,48.484,32.726,86,9,,23.025,23.154
2025-09-23 11:09:52.682920,400.01,48.807,33.177,86,9,,23.025,23.154
2025-09-23 11:10:02.674174,410.01,49.29,33.435,86,9,,23.025,23.154
2025-09-23 11:10:12.665085,420.01,49.806,33.918,86,9,,23.025,23.154
2025-09-23 11:10:22.668639,430.0,50.45,34.305,86,9,,23.025,23.154
2025-09-23 11:10:32.674702,440.02,50.611,34.627,86,9,,23.025,23.154
2025-09-23 11:10:42.659456,450.0,51.159,34.981,86,9,,23.025,23.154
2025-09-23 11:10:52.856882,460.02,51.546,35.433,76,0,,23.025,23.154
2025-09-23 11:11:02.659588,470.01,51.836,35.69,76,0,,23.025,23.154
2025-09-23 11:11:12.668454,480.01,52.19,35.98,76,0,,23.025,23.154
2025-09-23 11:11:22.662309,490.0,52.319,36.271,76,0,,23.025,23.154
2025-09-23 11:11:32.670004,500.01,52.352,36.238,76,0,,23.025,23.154
2025-09-23 11:11:42.668222,510.01,52.545,36.464,76,0,,23.025,23.154
2025-09-23 11:11:52.664894,520.0,52.577,36.528,76,0,,23.025,23.154
2025-09-23 11:12:02.674722,530.01,52.545,36.528,76,0,,23.025,23.154
2025-09-23 11:12:12.673866,540.01,52.416,36.593,76,0,,23.025,23.154
2025-09-23 11:12:22.657149,550.0,52.674,36.754,76,0,,23.025,23.154
2025-09-23 11:12:32.662216,560.01,52.319,36.625,76,0,,23.025,23.154
2025-09-23 11:12:42.667948,570.01,52.384,36.689,76,0,,23.025,23.154
2025-09-23 11:12:52.673452,580.01,52.319,36.915,76,0,,23.025,23.154
2025-09-23 11:13:02.667319,590.01,52.384,36.851,76,0,,23.025,23.154
2025-09-23 11:13:12.660967,600.01,52.448,37.012,76,0,,23.025,23.154
2025-09-23 11:13:22.667696,610.01,52.319,36.786,76,0,,23.025,23.154
2025-09-23 11:13:32.673307,620.01,52.319,36.915,76,0,,23.025,23.154
2025-09-23 11:13:42.655893,630.0,52.545,37.012,76,0,,23.025,23.154
2025-09-23 11:13:52.661470,640.0,52.384,36.851,76,0,,23.025,23.154
2025-09-23 11:14:02.667524,650.01,52.255,36.947,76,0,,23.025,23.154
2025-09-23 11:14:12.662246,660.01,52.48,37.237,76,0,,23.025,23.154
2025-09-23 11:14:22.670463,670.01,52.609,37.27,76,0,,23.025,23.154
2025-09-23 11:14:32.664330,680.0,52.674,37.173,76,0,,23.025,23.154
2025-09-23 11:14:42.670390,690.01,52.642,37.334,76,0,,23.025,23.154
2025-09-23 11:14:52.665757,700.01,52.738,37.302,76,0,,23.025,23.154
2025-09-23 11:15:02.661472,710.01,52.867,37.334,76,0,,23.025,23.154
2025-09-23 11:15:12.658452,720.0,52.899,37.334,76,0,,23.025,23.154
2025-09-23 11:15:22.667914,730.0,52.932,37.398,76,0,,23.025,23.154
2025-09-23 11:15:32.664480,740.01,52.835,37.463,76,0,,23.025,23.154
2025-09-23 11:15:42.662010,750.0,52.899,37.527,76,0,,23.025,23.154
2025-09-23 11:15:52.670296,760.01,52.932,37.463,76,0,,23.025,23.154
2025-09-23 11:16:02.667487,770.01,52.642,37.56,76,0,,23.025,23.154
2025-09-23 11:16:12.665200,780.0,52.706,37.431,76,0,,23.025,23.154
2025-09-23 11:16:22.663931,790.0,52.867,37.527,76,0,,23.025,23.154
2025-09-23 11:16:32.766276,800.01,52.996,37.656,76,37,,23.025,23.154
2025-09-23 11:16:42.670239,810.01,52.964,37.979,76,37,,23.025,23.154
2025-09-23 11:16:52.666254,820.0,53.028,38.14,76,37,,23.025,23.154
2025-09-23 11:17:02.663779,830.01,52.803,38.14,76,37,,23.025,23.154
2025-09-23 11:17:12.669992,840.01,52.642,38.526,76,37,,23.025,23.154
2025-09-23 11:17:22.655139,850.0,52.835,38.945,76,37,,23.025,23.154
2025-09-23 11:17:32.675819,860.01,53.061,39.461,76,37,,23.025,23.154
2025-09-23 11:17:42.672000,870.01,53.061,39.751,76,37,,23.025,23.154
2025-09-23 11:17:52.657247,880.0,53.125,40.138,76,37,,23.025,23.154
2025-09-23 11:18:02.675263,890.01,53.286,40.428,76,37,,23.025,23.154
2025-09-23 11:18:12.660417,900.0,53.479,40.879,76,37,,23.025,23.154
2025-09-23 11:18:22.658972,910.01,53.318,40.911,76,37,,23.025,23.154
2025-09-23 11:18:32.755228,920.01,53.641,41.201,65,37,,23.025,23.154
2025-09-23 11:18:42.660255,930.01,53.608,41.233,65,37,,23.025,23.154
2025-09-23 11:18:52.658917,940.01,53.544,41.62,65,37,,23.025,23.154
2025-09-23 11:19:02.657718,950.01,53.673,42.007,65,37,,23.025,23.154
2025-09-23 11:19:12.658024,960.01,53.479,42.104,65,37,,23.025,23.154
2025-09-23 11:19:22.664498,970.01,53.254,42.071,65,37,,23.025,23.154
2025-09-23 11:19:32.657127,980.01,52.899,42.039,65,37,,23.025,23.154
2025-09-23 11:19:42.655682,990.01,53.093,42.426,65,37,,23.025,23.154
2025-09-23 11:19:52.654410,1000.0,53.093,42.458,65,37,,23.025,23.154
2025-09-23 11:20:02.663362,1010.01,52.932,42.49,65,37,,23.025,23.154
2025-09-23 11:20:12.662225,1020.01,52.642,42.297,65,37,,23.025,23.154
2025-09-23 11:20:22.661208,1030.01,52.674,42.748,65,37,,23.025,23.154
2025-09-23 11:20:32.660131,1040.01,52.642,42.49,65,37,,23.025,23.154
2025-09-23 11:20:42.659055,1050.01,52.738,42.684,65,37,,23.025,23.154
2025-09-23 11:20:52.657992,1060.01,52.577,42.716,65,37,,23.025,23.154
2025-09-23 11:21:02.658508,1070.01,52.609,42.909,65,37,,23.025,23.154
2025-09-23 11:21:12.654015,1080.0,52.384,42.813,65,37,,23.025,23.154
2025-09-23 11:21:22.658393,1090.01,52.223,42.651,65,37,,23.025,23.154
2025-09-23 11:21:32.661374,1100.01,52.352,42.78,65,37,,23.025,23.154
2025-09-23 11:21:42.663671,1110.01,52.352,42.78,65,37,,23.025,23.154
2025-09-23 11:21:52.658779,1120.01,52.223,42.78,65,37,,23.025,23.154
2025-09-23 11:22:02.651884,1130.0,52.223,42.78,65,37,,23.025,23.154
2025-09-23 11:22:12.731832,1140.0,51.965,42.49,65,0,,23.025,23.154
2025-09-23 11:22:22.660240,1150.01,51.997,42.555,65,0,,23.025,23.154
2025-09-23 11:22:32.658164,1160.01,52.19,42.394,65,0,,23.025,23.154
2025-09-23 11:22:42.661274,1170.01,52.352,41.975,65,0,,23.025,23.154
2025-09-23 11:22:52.656691,1180.01,52.352,41.652,65,0,,23.025,23.154
2025-09-23 11:23:02.660395,1190.01,52.287,41.137,65,0,,23.025,23.154
2025-09-23 11:23:12.651924,1200.0,52.158,40.75,65,0,,23.025,23.154
2025-09-23 11:23:22.661519,1210.01,52.223,40.396,65,0,,23.025,23.154
2025-09-23 11:23:32.660995,1220.01,52.094,40.105,65,0,,23.025,23.154
2025-09-23 11:23:42.658593,1230.01,52.062,39.654,65,0,,23.025,23.154
2025-09-23 11:23:52.655462,1240.01,51.739,39.268,65,0,,23.025,23.154
2025-09-23 11:24:02.663475,1250.01,51.707,39.074,65,0,,23.025,23.154
2025-09-23 11:24:12.651383,1260.0,51.417,38.816,65,0,,23.025,23.154
2025-09-23 11:24:22.665921,1270.02,51.32,38.623,65,0,,23.025,23.154
2025-09-23 11:24:32.664846,1280.01,51.095,38.397,65,0,,23.025,23.154
2025-09-23 11:24:42.664967,1290.02,51.127,38.43,65,0,,23.025,23.154
2025-09-23 11:24:52.663893,1300.01,50.998,38.172,65,0,,23.025,23.154
2025-09-23 11:25:02.662814,1310.01,51.03,38.172,65,0,,23.025,23.154
2025-09-23 11:25:12.661741,1320.01,50.966,37.946,65,0,,23.025,23.154
2025-09-23 11:25:22.660670,1330.01,50.869,37.753,65,0,,23.025,23.154
2025-09-23 11:25:32.659584,1340.01,50.74,37.721,65,0,,23.025,23.154
2025-09-23 11:25:42.657545,1350.01,50.515,37.624,65,0,,23.025,23.154
2025-09-23 11:25:52.655818,1360.01,50.515,37.56,65,0,,23.025,23.154
2025-09-23 11:26:02.654741,1370.0,50.418,37.56,65,0,,23.025,23.154
2025-09-23 11:26:12.663157,1380.01,50.482,37.495,65,0,,23.025,23.154
2025-09-23 11:26:22.662080,1390.01,50.45,37.237,65,0,,23.025,23.154
2025-09-23 11:26:32.739120,1400.01,50.225,37.012,0,0,,23.025,23.154
2025-09-23 11:26:42.675549,1410.01,49.902,37.012,0,0,,23.025,23.154
2025-09-23 11:26:52.658853,1420.01,49.258,36.786,0,0,,23.025,23.154
2025-09-23 11:27:02.673394,1430.01,47.937,36.689,0,0,,23.025,23.154
2025-09-23 11:27:12.656694,1440.01,46.422,36.367,0,0,,23.025,23.154
2025-09-23 11:27:22.671240,1450.01,45.068,36.045,0,0,,23.025,23.154
2025-09-23 11:27:32.654540,1460.0,43.779,35.723,0,0,,23.025,23.154
2025-09-23 11:27:42.669085,1470.0,42.49,35.4,0,0,,23.025,23.154
2025-09-23 11:27:52.652385,1480.0,41.169,34.853,0,0,,23.025,23.154
2025-09-23 11:28:02.760671,1490.0,39.944,34.756,0,83,,23.025,23.154
2025-09-23 11:28:12.757352,1500.01,39.01,34.563,0,83,,23.025,23.154
2025-09-23 11:28:22.655342,1510.01,38.075,34.788,0,83,,23.025,23.154
2025-09-23 11:28:32.669888,1520.0,37.302,35.11,0,83,,23.025,23.154
2025-09-23 11:28:42.665237,1530.02,36.367,35.69,0,83,,23.025,23.154
2025-09-23 11:28:52.657763,1540.01,35.755,36.271,0,83,,23.025,23.154
2025-09-23 11:29:02.672296,1550.01,35.175,36.689,0,83,,23.025,23.154
2025-09-23 11:29:12.658251,1560.01,34.627,36.979,0,83,,23.025,23.154
2025-09-23 11:29:22.665831,1570.02,34.305,37.334,0,83,,23.025,23.154
2025-09-23 11:29:32.654589,1580.0,33.95,37.85,0,83,,23.025,23.154
2025-09-23 11:29:42.661814,1590.01,33.467,37.946,0,83,,23.025,23.154
2025-09-23 11:29:52.661839,1600.01,33.435,38.333,0,83,,23.025,23.154
2025-09-23 11:30:02.656595,1610.01,33.145,38.623,0,83,,23.025,23.154
2025-09-23 11:30:12.660131,1620.01,32.951,38.591,0,83,,23.025,23.154
2025-09-23 11:30:22.678843,1630.01,32.629,38.784,0,83,,23.025,23.154
2025-09-23 11:30:32.657575,1640.0,32.564,38.881,0,83,,23.025,23.154
2025-09-23 11:30:42.757381,1650.01,32.468,39.235,98,83,,23.025,23.154
2025-09-23 11:30:52.665367,1660.02,32.564,39.332,98,83,,23.025,23.154
2025-09-23 11:31:02.651296,1670.0,33.725,39.332,98,83,,23.025,23.154
2025-09-23 11:31:12.658775,1680.01,35.4,39.88,98,83,,23.025,23.154
2025-09-23 11:31:22.672615,1690.01,37.431,40.009,98,83,,23.025,23.154
2025-09-23 11:31:32.652447,1700.0,39.203,40.234,98,83,,23.025,23.154
2025-09-23 11:31:42.661182,1710.01,41.008,40.234,98,83,,23.025,23.154
2025-09-23 11:31:52.669881,1720.0,42.941,41.201,98,83,,23.025,23.154
2025-09-23 11:32:02.660763,1730.01,44.456,41.781,98,83,,23.025,23.154
2025-09-23 11:32:12.751526,1740.01,46.003,41.975,0,83,,23.025,23.154
2025-09-23 11:32:22.657756,1750.01,47.066,42.813,0,83,,23.025,23.154
2025-09-23 11:32:32.663806,1760.01,47.356,43.328,0,83,,23.025,23.154
2025-09-23 11:32:42.678325,1770.01,46.712,43.779,0,83,,23.025,23.154
2025-09-23 11:32:52.661576,1780.01,45.874,44.037,0,83,,23.025,23.154
2025-09-23 11:33:02.655782,1790.01,44.843,44.134,0,83,,23.025,23.154
2025-09-23 11:33:12.661161,1800.01,44.037,44.295,0,83,,23.025,23.154
2025-09-23 11:33:22.673726,1810.01,43.103,44.617,0,83,,23.025,23.154
2025-09-23 11:33:32.665113,1820.02,42.329,44.617,0,83,,23.025,23.154
2025-09-23 11:33:42.663018,1830.01,41.556,44.424,0,83,,23.025,23.154
2025-09-23 11:33:52.663914,1840.01,40.976,44.843,0,83,,23.025,23.154
2025-09-23 11:34:02.668706,1850.0,40.073,44.617,0,83,,23.025,23.154
2025-09-23 11:34:12.674826,1860.01,39.396,44.134,0,83,,23.025,23.154
2025-09-23 11:34:22.661194,1870.01,38.752,44.102,0,83,,23.025,23.154
2025-09-23 11:34:32.659621,1880.01,38.333,44.424,0,83,,23.025,23.154
2025-09-23 11:34:42.675155,1890.01,38.011,44.23,0,83,,23.025,23.154
2025-09-23 11:34:52.660007,1900.01,37.624,44.005,0,83,,23.025,23.154
2025-09-23 11:35:02.673149,1910.01,37.044,43.876,0,83,,23.025,23.154
2025-09-23 11:35:12.654706,1920.0,36.657,43.812,0,83,,23.025,23.154
2025-09-23 11:35:22.653453,1930.0,36.174,43.264,0,83,,23.025,23.154
2025-09-23 11:35:32.654558,1940.0,35.723,43.231,0,83,,23.025,23.154
2025-09-23 11:35:42.670841,1950.01,35.368,43.103,0,83,,23.025,23.154
2025-09-23 11:35:52.651538,1960.0,35.11,43.135,0,83,,23.025,23.154
2025-09-23 11:36:02.670398,1970.0,34.788,42.941,0,83,,23.025,23.154
2025-09-23 11:36:12.661623,1980.01,34.627,42.555,0,83,,23.025,23.154
2025-09-23 11:36:22.654500,1990.0,34.434,42.619,0,83,,23.025,23.154
2025-09-23 11:36:32.673226,2000.01,34.24,42.619,0,83,,23.025,23.154
2025-09-23 11:36:42.754698,2010.02,33.95,42.394,0,0,,23.025,23.154
2025-09-23 11:36:52.655806,2020.01,33.66,41.942,0,0,,23.025,23.154
2025-09-23 11:37:02.663122,2030.01,33.467,41.427,0,0,,23.025,23.154
2025-09-23 11:37:12.663345,2040.01,33.145,40.234,0,0,,23.025,23.154
2025-09-23 11:37:22.656381,2050.01,32.822,39.461,0,0,,23.025,23.154
2025-09-23 11:37:32.671146,2060.01,32.79,38.43,0,0,,23.025,23.154
2025-09-23 11:37:42.665095,2070.02,32.403,37.624,0,0,,23.025,23.154
2025-09-23 11:37:52.651962,2080.0,32.178,36.689,0,0,,23.025,23.154
2025-09-23 11:38:02.650818,2090.0,31.855,35.723,0,0,,23.025,23.154
2025-09-23 11:38:12.667656,2100.02,31.533,34.756,0,0,,23.025,23.154
2025-09-23 11:38:22.653744,2110.0,31.179,34.047,0,0,,23.025,23.154
2025-09-23 11:38:32.652079,2120.0,30.631,33.241,0,0,,23.025,23.154
2025-09-23 11:38:42.668273,2130.0,30.373,32.822,0,0,,23.025,23.154
2025-09-23 11:38:52.657963,2140.01,30.244,32.178,0,0,,23.025,23.154
2025-09-23 11:39:02.665143,2150.02,29.922,31.759,0,0,,23.025,23.154
2025-09-23 11:39:12.766011,2160.01,29.632,31.243,15,0,,23.025,23.154
2025-09-23 11:39:22.669030,2170.0,29.567,30.824,15,0,,23.025,23.154
2025-09-23 11:39:32.675325,2180.01,29.31,30.276,15,0,,23.025,23.154
2025-09-23 11:39:42.650838,2190.0,29.342,29.922,15,0,,23.025,23.154
2025-09-23 11:39:52.674606,2200.01,29.374,29.6,15,0,,23.025,23.154
2025-09-23 11:40:02.669901,2210.0,29.374,29.277,15,0,,23.025,23.154
2025-09-23 11:40:12.676306,2220.01,29.6,28.987,15,0,,23.025,23.154
2025-09-23 11:40:22.666989,2230.0,29.6,28.697,15,0,,23.025,23.154
2025-09-23 11:40:32.670801,2240.01,29.632,28.568,15,0,,23.025,23.154
2025-09-23 11:40:42.662439,2250.01,29.632,28.311,15,0,,23.025,23.154
2025-09-23 11:40:52.677675,2260.01,29.632,28.053,15,0,,23.025,23.154
2025-09-23 11:41:02.764107,2270.0,29.696,27.988,15,75,,23.025,23.154
2025-09-23 11:41:12.661193,2280.01,29.696,28.311,15,75,,23.025,23.154
2025-09-23 11:41:22.662435,2290.01,29.6,28.504,15,75,,23.025,23.154
2025-09-23 11:41:32.659284,2300.01,29.696,28.923,15,75,,23.025,23.154
2025-09-23 11:41:42.673041,2310.01,29.793,29.729,15,75,,23.025,23.154
2025-09-23 11:41:52.658521,2320.01,29.793,30.147,15,75,,23.025,23.154
2025-09-23 11:42:02.661982,2330.01,30.051,31.082,15,75,,23.025,23.154
2025-09-23 11:42:12.668405,2340.0,30.276,31.92,15,75,,23.025,23.154
2025-09-23 11:42:22.664644,2350.01,30.405,32.468,15,75,,23.025,23.154
2025-09-23 11:42:32.670020,2360.01,30.566,32.887,15,75,,23.025,23.154
2025-09-23 11:42:42.654051,2370.0,30.663,33.241,15,75,,23.025,23.154
2025-09-23 11:42:52.664696,2380.01,30.921,34.111,15,75,,23.025,23.154
2025-09-23 11:43:02.670266,2390.0,31.114,34.337,15,75,,23.025,23.154
2025-09-23 11:43:12.680855,2400.02,31.243,35.014,15,75,,23.025,23.154
2025-09-23 11:43:22.660515,2410.01,31.565,35.336,15,75,,23.025,23.154
2025-09-23 11:43:32.675382,2420.01,31.694,35.594,15,75,,23.025,23.154
2025-09-23 11:43:42.677350,2430.01,31.855,35.852,15,75,,23.025,23.154
2025-09-23 11:43:52.671961,2440.01,32.081,36.335,15,75,,23.025,23.154
2025-09-23 11:44:02.660437,2450.01,32.178,36.367,15,75,,23.025,23.154
2025-09-23 11:44:12.671245,2460.01,32.5,36.883,15,75,,23.025,23.154
2025-09-23 11:44:22.659990,2470.01,32.532,37.076,15,75,,23.025,23.154
2025-09-23 11:44:32.657096,2480.01,32.564,37.27,15,75,,23.025,23.154
2025-09-23 11:44:42.670413,2490.01,32.822,37.56,15,75,,23.025,23.154
2025-09-23 11:44:52.662482,2500.01,32.822,37.785,15,75,,23.025,23.154
2025-09-23 11:45:02.752359,2510.01,32.951,37.914,0,75,,23.025,23.154
2025-09-23 11:45:12.681029,2520.02,33.145,38.236,0,75,,23.025,23.154
2025-09-23 11:45:22.670809,2530.01,33.209,38.269,0,75,,23.025,23.154
2025-09-23 11:45:32.656289,2540.01,32.983,38.236,0,75,,23.025,23.154
2025-09-23 11:45:42.661434,2550.01,32.758,38.559,0,75,,23.025,23.154
2025-09-23 11:45:52.651400,2560.0,32.5,38.784,0,75,,23.025,23.154
2025-09-23 11:46:02.676990,2570.01,32.468,38.881,0,75,,23.025,23.154
2025-09-23 11:46:12.661320,2580.01,32.178,38.945,0,75,,23.025,23.154
2025-09-23 11:46:22.668768,2590.0,32.21,38.849,0,75,,23.025,23.154
2025-09-23 11:46:32.657084,2600.01,32.049,38.978,0,75,,23.025,23.154
2025-09-23 11:46:42.665376,2610.02,31.855,38.623,0,75,,23.025,23.154
2025-09-23 11:46:52.677852,2620.01,31.598,38.397,0,75,,23.025,23.154
2025-09-23 11:47:02.650925,2630.0,31.437,38.945,0,75,,23.025,23.154
2025-09-23 11:47:12.665240,2640.01,31.437,38.688,0,75,,23.025,23.154
2025-09-23 11:47:22.672216,2650.01,31.404,38.849,0,75,,23.025,23.154
2025-09-23 11:47:32.669520,2660.0,31.275,38.913,0,75,,23.025,23.154
2025-09-23 11:47:42.660904,2670.01,31.243,38.978,0,75,,23.025,23.154
2025-09-23 11:47:52.653363,2680.0,31.211,39.01,0,75,,23.025,23.154
2025-09-23 11:48:02.666373,2690.0,31.179,39.268,0,75,,23.025,23.154
2025-09-23 11:48:12.675950,2700.01,31.05,38.816,0,75,,23.025,23.154
2025-09-23 11:48:22.655519,2710.01,31.018,39.139,0,75,,23.025,23.154
2025-09-23 11:48:32.665995,2720.02,30.889,38.881,0,75,,23.025,23.154
2025-09-23 11:48:42.670804,2730.01,30.856,38.881,0,75,,23.025,23.154
2025-09-23 11:48:52.669959,2740.0,30.728,38.849,0,75,,23.025,23.154
2025-09-23 11:49:02.662201,2750.01,30.663,38.881,0,75,,23.025,23.154
2025-09-23 11:49:12.667607,2760.0,30.599,38.752,0,75,,23.025,23.154
2025-09-23 11:49:22.652758,2770.0,30.599,38.945,0,75,,23.025,23.154
2025-09-23 11:49:32.665211,2780.02,30.695,38.945,0,75,,23.025,23.154
2025-09-23 11:49:42.752144,2790.01,30.728,38.688,0,75,,23.025,23.154
2025-09-23 11:49:52.667456,2800.0,30.599,38.881,0,75,,23.025,23.154
2025-09-23 11:50:02.661080,2810.01,30.599,38.913,0,75,,23.025,23.154
2025-09-23 11:50:12.740635,2820.01,30.566,38.623,0,0,,23.025,23.154
2025-09-23 11:50:22.649982,2830.0,30.534,38.623,0,0,,23.025,23.154
2025-09-23 11:50:32.661932,2840.01,30.566,37.979,0,0,,23.025,23.154
2025-09-23 11:50:42.679099,2850.01,30.276,37.012,0,0,,23.025,23.154
2025-09-23 11:50:52.659780,2860.01,30.244,36.174,0,0,,23.025,23.154
2025-09-23 11:51:02.659044,2870.01,30.244,35.4,0,0,,23.025,23.154
2025-09-23 11:51:12.677734,2880.01,29.922,34.434,0,0,,23.025,23.154
2025-09-23 11:51:22.768092,2890.01,29.922,33.789,22,0,,23.025,23.154
2025-09-23 11:51:32.677377,2900.01,29.729,33.145,22,0,,23.025,23.154
2025-09-23 11:51:42.665287,2910.02,29.922,32.5,22,0,,23.025,23.154
2025-09-23 11:51:52.663299,2920.01,29.954,31.855,22,0,,23.025,23.154
2025-09-23 11:52:02.656833,2930.01,30.212,31.275,22,0,,23.025,23.154
2025-09-23 11:52:12.652025,2940.0,30.309,30.889,22,0,,23.025,23.154
2025-09-23 11:52:22.680989,2950.02,30.566,30.534,22,0,,23.025,23.154
2025-09-23 11:52:32.650397,2960.0,30.631,29.986,22,0,,23.025,23.154
2025-09-23 11:52:42.668069,2970.0,30.921,29.632,22,0,,23.025,23.154
2025-09-23 11:52:52.674949,2980.01,30.921,29.342,22,0,,23.025,23.154
2025-09-23 11:53:02.655892,2990.01,31.114,29.181,22,0,,23.025,23.154
2025-09-23 11:53:12.673362,3000.01,31.243,29.02,22,0,,23.025,23.154
2025-09-23 11:53:22.654066,3010.0,31.34,28.697,22,0,,23.025,23.154
2025-09-23 11:53:32.664413,3020.01,31.308,28.633,22,0,,23.025,23.154
2025-09-23 11:53:42.666558,3030.0,31.437,28.439,22,0,,23.025,23.154
2025-09-23 11:53:52.665080,3040.02,31.533,28.375,22,0,,23.025,23.154
2025-09-23 11:54:02.666888,3050.0,31.565,28.311,22,0,,23.025,23.154
2025-09-23 11:54:12.665084,3060.02,31.565,28.311,22,0,,23.025,23.154
2025-09-23 11:54:22.659303,3070.01,31.598,28.085,22,0,,23.025,23.154
2025-09-23 11:54:32.660416,3080.01,31.598,28.085,22,0,,23.025,23.154
2025-09-23 11:54:42.666479,3090.01,31.823,28.053,22,0,,23.025,23.154
2025-09-23 11:54:52.651330,3100.0,31.791,27.988,22,0,,23.025,23.154
2025-09-23 11:55:02.654179,3110.0,31.855,27.73,22,0,,23.025,23.154
2025-09-23 11:55:12.851814,3120.01,31.92,27.827,44,0,,23.025,23.154
2025-09-23 11:55:22.666323,3130.02,31.984,27.763,44,0,,23.025,23.154
2025-09-23 11:55:32.652166,3140.0,32.242,27.698,44,0,,23.025,23.154
2025-09-23 11:55:42.673017,3150.01,32.597,27.698,44,0,,23.025,23.154
2025-09-23 11:55:52.672237,3160.01,33.08,27.763,44,0,,23.025,23.154
2025-09-23 11:56:02.663229,3170.01,33.499,27.763,44,0,,23.025,23.154
2025-09-23 11:56:12.668739,3180.01,33.886,27.859,44,0,,23.025,23.154
2025-09-23 11:56:22.652813,3190.0,34.305,27.988,44,0,,23.025,23.154
2025-09-23 11:56:32.670947,3200.02,34.724,28.021,44,0,,23.025,23.154
2025-09-23 11:56:42.652870,3210.0,35.014,28.085,44,0,,23.025,23.154
2025-09-23 11:56:52.652668,3220.0,35.368,28.311,44,0,,23.025,23.154
2025-09-23 11:57:02.676663,3230.01,35.723,28.343,44,0,,23.025,23.154
2025-09-23 11:57:12.663667,3240.01,35.948,28.407,44,0,,23.025,23.154
2025-09-23 11:57:22.653516,3250.0,36.335,28.601,44,0,,23.025,23.154
2025-09-23 11:57:32.663719,3260.01,36.496,28.633,44,0,,23.025,23.154
2025-09-23 11:57:42.665165,3270.01,36.689,28.697,44,0,,23.025,23.154
2025-09-23 11:57:52.666530,3280.0,36.915,28.923,44,0,,23.025,23.154
2025-09-23 11:58:02.667466,3290.0,37.141,28.987,44,0,,23.025,23.154
2025-09-23 11:58:12.660472,3300.01,37.431,29.148,44,0,,23.025,23.154
2025-09-23 11:58:22.658789,3310.01,37.656,29.277,44,0,,23.025,23.154
2025-09-23 11:58:32.658093,3320.01,37.688,29.342,44,0,,23.025,23.154
2025-09-23 11:58:42.656769,3330.01,37.979,29.406,44,0,,23.025,23.154
